,Unnamed: 0,id,vid,url,year,month,day,time
86,86,23521,eLW2hiVAetU,https://www.youtube.com/watch?v=eLW2hiVAetU,,,,
87,87,97633,y-VjBxMufhw,https://www.youtube.com/watch?v=y-VjBxMufhw,2010.0,2.0,26.0,08:27:40
88,88,95603,9HU-lECeOLs,https://www.youtube.com/watch?v=9HU-lECeOLs,2017.0,9.0,22.0,06:00:00
89,89,23521,5cqUUh_2D9c,https://www.youtube.com/watch?v=5cqUUh_2D9c,2014.0,6.0,20.0,05:20:09
90,90,44789,B2XrHZHQZBA,https://www.youtube.com/watch?v=B2XrHZHQZBA,2015.0,8.0,31.0,21:58:09
91,91,34938,HXnE73ZxDc8,https://www.youtube.com/watch?v=HXnE73ZxDc8,2015.0,4.0,24.0,04:49:43
92,92,91515,jIZ408lTeiU,https://www.youtube.com/watch?v=jIZ408lTeiU,,,,
93,93,23521,HaFsZXqBdQM,https://www.youtube.com/watch?v=HaFsZXqBdQM,,,,
94,94,71781,21ERTy8WBKQ,https://www.youtube.com/watch?v=21ERTy8WBKQ,2015.0,7.0,10.0,19:00:00
95,95,72954,C-yXu3axm4o,https://www.youtube.com/watch?v=C-yXu3axm4o,2009.0,5.0,23.0,22:10:56
96,96,71781,fBIVaFiQGQU,https://www.youtube.com/watch?v=fBIVaFiQGQU,2016.0,2.0,5.0,19:36:17
97,97,16815,YDzefZVF0N0,https://www.youtube.com/watch?v=YDzefZVF0N0,2012.0,10.0,12.0,05:17:13
98,98,97633,-BJssO6X6pk,https://www.youtube.com/watch?v=-BJssO6X6pk,2015.0,1.0,6.0,18:33:03
99,99,109972,Lgjf3EazBgQ,https://www.youtube.com/watch?v=Lgjf3EazBgQ,2017.0,8.0,12.0,02:52:52
100,100,77721,131VYDAEshc,https://www.youtube.com/watch?v=131VYDAEshc,2015.0,1.0,6.0,11:37:10
101,101,23524,Z0VONJqmEYQ,https://www.youtube.com/watch?v=Z0VONJqmEYQ,2012.0,9.0,28.0,20:43:07
102,102,44047,COx5Bf0PsQs,https://www.youtube.com/watch?v=COx5Bf0PsQs,2011.0,7.0,15.0,22:37:54
103,103,44047,N_MeeUuLiZ0,https://www.youtube.com/watch?v=N_MeeUuLiZ0,2015.0,4.0,29.0,07:01:38
104,104,105259,AhTcKjI09Is,https://www.youtube.com/watch?v=AhTcKjI09Is,2015.0,7.0,29.0,21:16:05
105,105,76407,9COmLvComnk,https://www.youtube.com/watch?v=9COmLvComnk,2015.0,5.0,27.0,14:58:19
106,106,76400,xHft0Ij-BVo,https://www.youtube.com/watch?v=xHft0Ij-BVo,2015.0,6.0,7.0,21:30:00
107,107,77721,yC8w7So5Ot4,https://www.youtube.com/watch?v=yC8w7So5Ot4,2011.0,9.0,20.0,13:09:23
108,108,94276,oK_vODU58DM,https://www.youtube.com/watch?v=oK_vODU58DM,2013.0,6.0,27.0,22:18:20
109,109,97633,eHTlh_B1Vlo,https://www.youtube.com/watch?v=eHTlh_B1Vlo,2017.0,9.0,25.0,07:52:22
110,110,101028,rtxFZ0dE1E4,https://www.youtube.com/watch?v=rtxFZ0dE1E4,2017.0,1.0,9.0,22:16:34
111,111,76400,gnGnesrdTHQ,https://www.youtube.com/watch?v=gnGnesrdTHQ,,,,
112,112,105209,DwDVoQe3ycU,https://www.youtube.com/watch?v=DwDVoQe3ycU,2011.0,2.0,2.0,20:49:27
113,113,96127,maVkQlItOe0,https://www.youtube.com/watch?v=maVkQlItOe0,2016.0,1.0,26.0,17:00:01
114,114,118779,USOzruIQn0g,https://www.youtube.com/watch?v=USOzruIQn0g,2013.0,10.0,18.0,06:18:32
115,115,26618,0IYV4JZwGT4,https://www.youtube.com/watch?v=0IYV4JZwGT4,2014.0,12.0,26.0,03:29:30
116,116,109972,RM-OopQo4DM,https://www.youtube.com/watch?v=RM-OopQo4DM,2017.0,5.0,9.0,10:04:38
117,117,109972,fB0QS6Dsf7c,https://www.youtube.com/watch?v=fB0QS6Dsf7c,2015.0,12.0,20.0,14:53:29
118,118,44047,0bW00uLEVD0,https://www.youtube.com/watch?v=0bW00uLEVD0,2012.0,7.0,26.0,15:40:49
119,119,53193,VJOE9rDhC6E,https://www.youtube.com/watch?v=VJOE9rDhC6E,,,,
120,120,105222,K99HueeH4UI,https://www.youtube.com/watch?v=K99HueeH4UI,,,,
121,121,44043,7v4blGJNVbU,https://www.youtube.com/watch?v=7v4blGJNVbU,,,,
122,122,113766,AS8K9Oa43EQ,https://www.youtube.com/watch?v=AS8K9Oa43EQ,2015.0,8.0,13.0,15:31:17
123,123,44047,P1vCRlt4a8E,https://www.youtube.com/watch?v=P1vCRlt4a8E,,,,
124,124,118779,WaUS4MNKPnQ,https://www.youtube.com/watch?v=WaUS4MNKPnQ,2010.0,8.0,2.0,21:56:15
125,125,34967,MedQE9E3LCA,https://www.youtube.com/watch?v=MedQE9E3LCA,2015.0,8.0,5.0,13:41:06
126,126,113766,xf4HE2NQXDU,https://www.youtube.com/watch?v=xf4HE2NQXDU,2017.0,7.0,7.0,11:30:01
127,127,105209,nEOVSuNysSI,https://www.youtube.com/watch?v=nEOVSuNysSI,2015.0,4.0,18.0,20:41:49
128,128,23521,16DMu8vjcDY,https://www.youtube.com/watch?v=16DMu8vjcDY,2012.0,9.0,25.0,20:15:47
129,129,44789,Rm9Ab3blDtI,https://www.youtube.com/watch?v=Rm9Ab3blDtI,2009.0,9.0,14.0,16:31:25
130,130,113766,a0T4kbfTdIk,https://www.youtube.com/watch?v=a0T4kbfTdIk,2011.0,6.0,9.0,20:09:15
131,131,94276,k0lkViyuWAc,https://www.youtube.com/watch?v=k0lkViyuWAc,2011.0,1.0,25.0,09:31:06
132,132,53193,qsHacrTIXh4,https://www.youtube.com/watch?v=qsHacrTIXh4,2010.0,5.0,27.0,13:34:07
133,133,118831,eLAiBzSbKtc,https://www.youtube.com/watch?v=eLAiBzSbKtc,2016.0,3.0,5.0,23:09:28
134,134,44789,Z89Jmj2WQqQ,https://www.youtube.com/watch?v=Z89Jmj2WQqQ,2014.0,5.0,8.0,06:52:35
135,135,76400,3sdltjGiThQ,https://www.youtube.com/watch?v=3sdltjGiThQ,2014.0,2.0,20.0,11:30:01
136,136,71781,M97GBAFWYs4,https://www.youtube.com/watch?v=M97GBAFWYs4,2016.0,11.0,11.0,01:23:27
137,137,72954,LSi-NWtcycA,https://www.youtube.com/watch?v=LSi-NWtcycA,,,,
138,138,76400,f3kfWA8BdqE,https://www.youtube.com/watch?v=f3kfWA8BdqE,,,,
139,139,68268,_PKPgc-7Eyc,https://www.youtube.com/watch?v=_PKPgc-7Eyc,2011.0,7.0,18.0,21:42:07
140,140,59684,P3oKEZk3Ugc,https://www.youtube.com/watch?v=P3oKEZk3Ugc,2011.0,8.0,2.0,14:00:40
141,141,76400,avGHJsnZ9_w,https://www.youtube.com/watch?v=avGHJsnZ9_w,2015.0,11.0,13.0,05:59:57
142,142,40567,zspSsRGjLTw,https://www.youtube.com/watch?v=zspSsRGjLTw,2007.0,7.0,2.0,10:44:56
143,143,23521,uP5mokoQJ8M,https://www.youtube.com/watch?v=uP5mokoQJ8M,2012.0,4.0,3.0,04:29:30
144,144,109761,rnewW32dHGA,https://www.youtube.com/watch?v=rnewW32dHGA,2016.0,6.0,4.0,05:15:52
145,145,105253,P6BoB2TOyQA,https://www.youtube.com/watch?v=P6BoB2TOyQA,2012.0,7.0,12.0,01:56:50
146,146,94276,ES8nklfzvaM,https://www.youtube.com/watch?v=ES8nklfzvaM,,,,
147,147,20898,Ig9TPUZindg,https://www.youtube.com/watch?v=Ig9TPUZindg,2014.0,3.0,31.0,03:03:09
148,148,96127,YU0IfyJmC9I,https://www.youtube.com/watch?v=YU0IfyJmC9I,2013.0,7.0,6.0,01:25:29
149,149,94276,3RY1-fHJym8,https://www.youtube.com/watch?v=3RY1-fHJym8,2012.0,9.0,11.0,16:20:23
150,150,106568,77um9kjk4v0,https://www.youtube.com/watch?v=77um9kjk4v0,2010.0,5.0,18.0,17:54:56
151,151,71781,ytcYKaACDkg,https://www.youtube.com/watch?v=ytcYKaACDkg,2010.0,10.0,19.0,03:10:04
152,152,53195,sBExpeaZxOM,https://www.youtube.com/watch?v=sBExpeaZxOM,,,,
153,153,101028,Yk1Q90bm1GI,https://www.youtube.com/watch?v=Yk1Q90bm1GI,2010.0,5.0,22.0,02:30:44
154,154,59684,6tBeAxE-SE0,https://www.youtube.com/watch?v=6tBeAxE-SE0,2017.0,6.0,9.0,20:30:01
155,155,118780,g27ZkyXksSs,https://www.youtube.com/watch?v=g27ZkyXksSs,2012.0,11.0,7.0,18:00:12
156,156,94276,Weh5SuOnZWg,https://www.youtube.com/watch?v=Weh5SuOnZWg,2012.0,5.0,24.0,20:15:31
157,157,85159,aB41Q7kDZQ0,https://www.youtube.com/watch?v=aB41Q7kDZQ0,2015.0,3.0,18.0,09:37:13
158,158,41773,JqC6m1RzfrY,https://www.youtube.com/watch?v=JqC6m1RzfrY,2012.0,2.0,20.0,15:42:14
159,159,118819,JApyhYCx3Go,https://www.youtube.com/watch?v=JApyhYCx3Go,2017.0,4.0,13.0,17:13:33
160,160,76407,VIg3708ge1Y,https://www.youtube.com/watch?v=VIg3708ge1Y,2012.0,1.0,19.0,18:46:26
161,161,103832,P__UwhxeRgM,https://www.youtube.com/watch?v=P__UwhxeRgM,,,,
162,162,59684,uF8BqVJHq-Y,https://www.youtube.com/watch?v=uF8BqVJHq-Y,2016.0,12.0,26.0,23:00:02
163,163,110266,aphpLi42yLE,https://www.youtube.com/watch?v=aphpLi42yLE,2014.0,3.0,7.0,15:57:02
164,164,20880,nbxK_dteeqA,https://www.youtube.com/watch?v=nbxK_dteeqA,2015.0,7.0,2.0,10:57:35
165,165,50348,Ge0efMh7I5Q,https://www.youtube.com/watch?v=Ge0efMh7I5Q,,,,
166,166,91515,dbe9mUQs5EY,https://www.youtube.com/watch?v=dbe9mUQs5EY,2015.0,2.0,23.0,07:57:12
167,167,41718,RU1Ii3gUXpg,https://www.youtube.com/watch?v=RU1Ii3gUXpg,2014.0,1.0,10.0,22:01:21
168,168,44789,OhMCCTCvkSQ,https://www.youtube.com/watch?v=OhMCCTCvkSQ,2015.0,5.0,27.0,04:13:20
169,169,89899,7vw6MLs7S-A,https://www.youtube.com/watch?v=7vw6MLs7S-A,,,,
170,170,118779,GZ_WS3DnpCU,https://www.youtube.com/watch?v=GZ_WS3DnpCU,2012.0,1.0,16.0,12:35:40
171,171,23521,pIWaKNuYME4,https://www.youtube.com/watch?v=pIWaKNuYME4,2011.0,11.0,15.0,20:43:18
172,172,53204,-ZwWNkMYeg4,https://www.youtube.com/watch?v=-ZwWNkMYeg4,2012.0,10.0,10.0,00:02:22
173,173,83956,m8WACcHLeeQ,https://www.youtube.com/watch?v=m8WACcHLeeQ,2015.0,9.0,18.0,09:30:00
174,174,76400,fL8MhQjcSq4,https://www.youtube.com/watch?v=fL8MhQjcSq4,2014.0,11.0,12.0,20:00:04
175,175,87706,QU2sE3n_OG8,https://www.youtube.com/watch?v=QU2sE3n_OG8,2015.0,8.0,18.0,21:57:49
176,176,76400,w3J_-rGAx0I,https://www.youtube.com/watch?v=w3J_-rGAx0I,2016.0,1.0,15.0,14:31:35
177,177,105762,XiT1bBQz5nQ,https://www.youtube.com/watch?v=XiT1bBQz5nQ,2015.0,9.0,1.0,11:30:00
178,178,76412,nRa93qqc_Rk,https://www.youtube.com/watch?v=nRa93qqc_Rk,2014.0,1.0,2.0,21:01:32
179,179,76400,Y_sumhhfa30,https://www.youtube.com/watch?v=Y_sumhhfa30,,,,
180,180,106686,Wt2WczHhtGw,https://www.youtube.com/watch?v=Wt2WczHhtGw,2011.0,10.0,5.0,16:13:55
181,181,16815,QMwg1q7cBkQ,https://www.youtube.com/watch?v=QMwg1q7cBkQ,2008.0,6.0,2.0,21:11:16
182,182,76400,6Bybi0OsxaM,https://www.youtube.com/watch?v=6Bybi0OsxaM,,,,
183,183,106568,N6JZx86OyXM,https://www.youtube.com/watch?v=N6JZx86OyXM,2011.0,5.0,23.0,00:00:27
184,184,71781,L1MnxbzCGZM,https://www.youtube.com/watch?v=L1MnxbzCGZM,2017.0,5.0,12.0,14:04:53
185,185,108098,AcIp9W-D3NA,https://www.youtube.com/watch?v=AcIp9W-D3NA,2018.0,1.0,25.0,16:00:00
186,186,16136,qDAPs9ukcNY,https://www.youtube.com/watch?v=qDAPs9ukcNY,2017.0,8.0,1.0,19:00:03
187,187,20880,1MZpyGtg_K0,https://www.youtube.com/watch?v=1MZpyGtg_K0,2013.0,6.0,29.0,22:01:22
188,188,95603,E5nJ9B_BBP4,https://www.youtube.com/watch?v=E5nJ9B_BBP4,2014.0,5.0,14.0,05:11:23
189,189,23521,PYGEplUdjVM,https://www.youtube.com/watch?v=PYGEplUdjVM,2014.0,7.0,4.0,15:43:14
190,190,53204,1vGW1-6Soxk,https://www.youtube.com/watch?v=1vGW1-6Soxk,2016.0,10.0,20.0,23:23:53
191,191,91515,doifG6rDfb4,https://www.youtube.com/watch?v=doifG6rDfb4,2014.0,5.0,5.0,21:09:40
192,192,109972,f_AkUMkGQHI,https://www.youtube.com/watch?v=f_AkUMkGQHI,2015.0,5.0,21.0,16:50:59
193,193,20898,Kkbr5rL0DzA,https://www.youtube.com/watch?v=Kkbr5rL0DzA,2014.0,1.0,23.0,09:25:09
194,194,71781,OZse7s9IHJE,https://www.youtube.com/watch?v=OZse7s9IHJE,2010.0,2.0,25.0,11:37:58
195,195,83956,NMpBJvgIMDQ,https://www.youtube.com/watch?v=NMpBJvgIMDQ,,,,
196,196,23521,u6HjzFyzj38,https://www.youtube.com/watch?v=u6HjzFyzj38,2011.0,9.0,30.0,19:21:40
197,197,91515,HFKv-Asj_LY,https://www.youtube.com/watch?v=HFKv-Asj_LY,,,,
198,198,100901,15vixRPf3U4,https://www.youtube.com/watch?v=15vixRPf3U4,2015.0,5.0,13.0,00:57:34
199,199,118780,mfIaKbjkmzM,https://www.youtube.com/watch?v=mfIaKbjkmzM,2015.0,6.0,16.0,17:18:17
200,200,118779,ArX0FKnsU9M,https://www.youtube.com/watch?v=ArX0FKnsU9M,2012.0,9.0,12.0,14:29:34
201,201,76400,bP6rpB33ULk,https://www.youtube.com/watch?v=bP6rpB33ULk,,,,
202,202,16136,In_zncmp9UI,https://www.youtube.com/watch?v=In_zncmp9UI,2014.0,1.0,1.0,12:56:20
203,203,53193,2Ao5b6uqI40,https://www.youtube.com/watch?v=2Ao5b6uqI40,2011.0,9.0,27.0,17:13:55
204,204,57396,DQiMKj8ed1Y,https://www.youtube.com/watch?v=DQiMKj8ed1Y,2016.0,2.0,27.0,23:08:54
205,205,96366,Cylwzdpv2uA,https://www.youtube.com/watch?v=Cylwzdpv2uA,2017.0,9.0,13.0,00:39:51
206,206,1373,Te8OIEBo3WI,https://www.youtube.com/watch?v=Te8OIEBo3WI,2015.0,4.0,29.0,03:46:00
207,207,68268,tSmgziJWLTA,https://www.youtube.com/watch?v=tSmgziJWLTA,2014.0,6.0,19.0,12:25:22
208,208,42901,n8tvF0hdXms,https://www.youtube.com/watch?v=n8tvF0hdXms,2015.0,4.0,1.0,13:46:27
209,209,113766,p9qgGach0QQ,https://www.youtube.com/watch?v=p9qgGach0QQ,,,,
210,210,96127,DbRaGj-nnRQ,https://www.youtube.com/watch?v=DbRaGj-nnRQ,2017.0,4.0,14.0,13:16:20
211,211,96127,ZVNf9zaLBZc,https://www.youtube.com/watch?v=ZVNf9zaLBZc,2014.0,6.0,29.0,11:00:01
212,212,114508,9vivYc3MxOA,https://www.youtube.com/watch?v=9vivYc3MxOA,2008.0,12.0,3.0,18:03:18
213,213,53193,xCUsCVNXDtI,https://www.youtube.com/watch?v=xCUsCVNXDtI,2014.0,6.0,12.0,03:53:02
214,214,83956,_oAxONWUckU,https://www.youtube.com/watch?v=_oAxONWUckU,2013.0,3.0,6.0,19:27:59
215,215,105762,XrMZj5_aeEU,https://www.youtube.com/watch?v=XrMZj5_aeEU,2013.0,6.0,14.0,15:04:50
216,216,106686,U-MO0vGNAfM,https://www.youtube.com/watch?v=U-MO0vGNAfM,2015.0,4.0,22.0,04:33:06
217,217,34938,TK2TxhQXOEA,https://www.youtube.com/watch?v=TK2TxhQXOEA,2014.0,3.0,18.0,03:30:01
218,218,118819,XQIXCgdDoAM,https://www.youtube.com/watch?v=XQIXCgdDoAM,2015.0,8.0,20.0,16:45:39
219,219,77721,lnaEs9oqJec,https://www.youtube.com/watch?v=lnaEs9oqJec,2014.0,4.0,13.0,08:38:51
220,220,77721,V9EZzrIS3ng,https://www.youtube.com/watch?v=V9EZzrIS3ng,2015.0,3.0,6.0,14:06:14
221,221,23521,kkijoPuRxzI,https://www.youtube.com/watch?v=kkijoPuRxzI,2007.0,11.0,23.0,20:28:07
222,222,53193,se-PGU5FUX4,https://www.youtube.com/watch?v=se-PGU5FUX4,2013.0,6.0,24.0,06:46:53
